ppm	mollisols	cambisol	acrisol
45.8502	0.000895892	0.00119223	0.00110514
44.3942	0.000896135	0.001116457	0.001148537
97.0548	0.000896396	0.000777734	0.001058747
139.766	0.000896497	0.00059198	0.000501125
47.7916	0.000899328	0.0011045	0.001256275
45.1222	0.000901279	0.00112524	0.001113267
44.1515	0.000903287	0.001149844	0.001162775
112.829	0.000903338	0.000745473	0.000699467
42.2101	0.000903563	0.001188441	0.001256275
16.0011	0.000904741	0.001002633	0.000983096
45.3649	0.000906873	0.001147568	0.001106495
45.6075	0.000912466	0.001169903	0.001103571
86.1344	0.000913713	0.001156508	0.001208868
97.2975	0.000916501	0.000783724	0.001074717
42.4528	0.00091702	0.00117134	0.001244423
41.9674	0.000918093	0.001205535	0.001268127
43.9088	0.000923462	0.001183223	0.001177272
113.071	0.00092386	0.000742078	0.000707328
16.2438	0.000924872	0.001025298	0.001015005
139.523	0.000928812	0.000620877	0.000509463
166.46	0.000929712	0.000593071	0.000839534
42.6954	0.000930476	0.001180849	0.001244423
41.7247	0.000932623	0.001248139	0.001268127
97.5402	0.000936607	0.000743983	0.001093655
113.314	0.000937176	0.000738682	0.000717359
85.8917	0.000938546	0.001145853	0.001232572
43.6661	0.000943636	0.001198317	0.001197017
42.9381	0.00094393	0.001190366	0.001232572
16.4864	0.000945003	0.001074565	0.001048252
107.247	0.000947272	0.000929683	0.000920455
113.557	0.000950495	0.000735287	0.000728815
43.4235	0.000950509	0.001213404	0.001208868
97.7829	0.000951064	0.000704242	0.001115905
48.0343	0.000951742	0.001125098	0.001279978
43.1808	0.000957387	0.001201881	0.00122072
139.28	0.000961128	0.000649774	0.000520686
113.799	0.00096381	0.000731891	0.000740633
16.7291	0.000965134	0.00112384	0.00108358
98.0255	0.000965525	0.000686675	0.001141348
41.4821	0.000969317	0.001290742	0.001279978
85.6491	0.000974885	0.001135198	0.001268127
114.042	0.000977126	0.000739583	0.00075166
166.703	0.000979544	0.000675933	0.000884606
98.2682	0.000979986	0.000669108	0.001169545
16.9718	0.000985265	0.001182534	0.001121358
177.138	0.000989528	0.001175585	0.000635446
114.285	0.000993769	0.000747275	0.000760901
98.5109	0.000994444	0.000720283	0.001197017
139.038	0.001001752	0.000678671	0.000534217
41.2394	0.001006012	0.001333338	0.00129183
114.528	0.001010409	0.000754964	0.000767737
85.4064	0.001011225	0.0011374	0.001303682
48.277	0.001012323	0.001145703	0.001315533
39.298	0.001012523	0.001451003	0.001398495
39.5406	0.001014205	0.001449153	0.001386643
39.7833	0.001015883	0.001447297	0.00136294
98.7536	0.001018047	0.000771459	0.001232572
17.2145	0.001018559	0.001241228	0.001161507
107.005	0.001022412	0.001025298	0.000954085
114.77	0.001027053	0.000762662	0.000772037
166.945	0.001029373	0.000789841	0.000933234
40.9967	0.00103592	0.001375941	0.00129183
40.026	0.00103973	0.001445447	0.001351088
98.9962	0.001041651	0.000853679	0.001268127
138.795	0.00104238	0.000698698	0.000549345
115.013	0.001043696	0.000766398	0.000774145
39.0553	0.001046074	0.00145286	0.001422198
17.4571	0.001051849	0.001273311	0.001208868
115.256	0.001057149	0.000770141	0.00077477
85.1637	0.001060865	0.001139601	0.001351088
40.2687	0.001063573	0.001428069	0.001339236
40.5114	0.001064701	0.001410691	0.001315533
99.2389	0.001065255	0.000935906	0.001303682
40.754	0.001065824	0.00139332	0.001303682
115.498	0.001070606	0.000773885	0.000774776
48.5197	0.001072908	0.001188471	0.001339236
38.8126	0.001079629	0.001416374	0.00143405
138.552	0.001083004	0.000718725	0.000565273
115.741	0.001084059	0.000777629	0.00077497
99.4816	0.001088859	0.001000522	0.001339236
115.984	0.001097516	0.000774716	0.000775914
106.762	0.001097552	0.001127007	0.000994378
17.6998	0.001098444	0.001305395	0.001244423
167.188	0.00110137	0.000903747	0.000985912
116.226	0.001107645	0.000771804	0.000777815
84.921	0.001110505	0.001172845	0.001386643
99.7243	0.001116201	0.001065138	0.001374791
116.469	0.001117777	0.000791069	0.000780513
176.895	0.001118401	0.001260628	0.000704834
138.31	0.001123629	0.000738751	0.00058116
38.5699	0.001126478	0.001379887	0.001457753
48.7623	0.001126844	0.001231247	0.001374791
116.712	0.001127906	0.000810334	0.000783564
116.954	0.001138039	0.000843982	0.000786384
99.9669	0.001143546	0.00109872	0.001410346
17.9425	0.001145036	0.00131697	0.00129183
138.067	0.001149085	0.000758776	0.000596225
84.6784	0.001159729	0.001206089	0.001422198
117.197	0.001164913	0.000877623	0.000788416
100.21	0.001170887	0.001132293	0.00143405
106.519	0.001172689	0.001228716	0.001041249
38.3273	0.00117333	0.001343409	0.001481456
167.431	0.001173367	0.000980927	0.001043252
137.824	0.001174541	0.000777487	0.000609862
49.005	0.001180777	0.001293977	0.001398495
137.582	0.0011867	0.000796198	0.000621778
117.44	0.00119179	0.000897959	0.000789274
18.1852	0.001192733	0.001328539	0.001327385
100.452	0.001198232	0.001156305	0.001469605
137.339	0.001198856	0.000828214	0.000632084
38.0846	0.001206882	0.001306922	0.001517011
84.4357	0.001208952	0.001261788	0.001457753
137.096	0.001214339	0.00086023	0.000641316
117.682	0.001218668	0.000918303	0.000788839
49.2477	0.001229445	0.001356714	0.00143405
136.854	0.001229819	0.00090195	0.000650352
100.695	0.001239154	0.001180318	0.00150516
18.4278	0.001240433	0.001340114	0.001374791
37.8419	0.001240433	0.001303418	0.001540715
117.925	0.001245541	0.00091813	0.000787283
106.277	0.001247829	0.001281645	0.001093882
118.896	0.001251084	0.000887499	0.000780091
84.193	0.001251527	0.001317487	0.001493308
37.5992	0.00125182	0.001299922	0.001564418
118.168	0.001253579	0.000917951	0.000785031
119.138	0.00125621	0.000883995	0.000780929
167.674	0.001256272	0.001058108	0.001105857
118.653	0.001256348	0.000890996	0.000780825
136.611	0.001258599	0.000943663	0.000660197
119.381	0.001261337	0.000893804	0.000783652
118.41	0.001261612	0.000904473	0.000782666
37.3566	0.001263207	0.001358511	0.001599973
176.653	0.001273873	0.001340683	0.000779005
49.4904	0.001278118	0.001432749	0.001469605
100.938	0.001280072	0.001210979	0.001540715
37.1139	0.001280688	0.0014171	0.001635528
18.6705	0.001281486	0.00135169	0.001410346
136.368	0.00128738	0.000972077	0.000671734
119.624	0.001288627	0.000903612	0.000788438
83.9503	0.001294101	0.001373186	0.001540715
36.8712	0.001298169	0.001502441	0.001671083
106.034	0.001312162	0.001334573	0.001150843
119.866	0.001315922	0.000903994	0.000795355
101.18	0.001320993	0.00124164	0.001564418
18.9132	0.001322534	0.001399849	0.001445901
136.126	0.001326725	0.001000485	0.000685445
49.733	0.001326786	0.001508783	0.001493308
83.7077	0.001328918	0.001428885	0.001576269
36.6285	0.001337818	0.001587783	0.001706638
167.916	0.001339177	0.001068762	0.001174149
19.1559	0.001354581	0.001448008	0.001481456
101.423	0.001361915	0.001264873	0.001588121
83.465	0.001363731	0.001465319	0.001611824
120.109	0.001364268	0.000904369	0.000804411
135.883	0.001366069	0.001007905	0.000701248
49.9757	0.001375455	0.001568323	0.001528863
105.791	0.001376496	0.00134093	0.001208868
36.3859	0.001377463	0.00165982	0.001742193
19.3985	0.001386624	0.00150948	0.001517011
101.666	0.001395318	0.001288106	0.001599973
83.2223	0.001398548	0.001501753	0.001659231
19.6412	0.00140537	0.001570944	0.001552566
135.64	0.001405414	0.001015317	0.000718459
168.159	0.001408782	0.001079417	0.001244423
120.352	0.001412617	0.00088258	0.000815576
105.548	0.001418664	0.001347287	0.001268127
19.8839	0.001424117	0.001618137	0.001576269
50.2184	0.001426205	0.001627871	0.001564418
176.41	0.001427684	0.001420739	0.000857332
101.908	0.001428724	0.001298035	0.001611824
82.9796	0.001433364	0.001516009	0.001694786
36.1432	0.001435398	0.001731849	0.001789599
20.1266	0.001436526	0.001665323	0.001611824
135.398	0.001444759	0.001000559	0.000735938
120.594	0.00144767	0.000860784	0.000828781
102.151	0.00144883	0.001307963	0.001623676
20.3693	0.001448931	0.001699211	0.001647379
105.306	0.001460829	0.001353644	0.001327385
20.6119	0.00146134	0.001733099	0.001682934
82.737	0.001462638	0.001530265	0.001742193
102.394	0.001468935	0.001322459	0.001635528
102.636	0.001471031	0.001336962	0.001635528
102.879	0.001473126	0.001373635	0.001623676
20.8546	0.00147375	0.001770589	0.001718489
103.122	0.001475221	0.001410309	0.001623676
50.4611	0.001476951	0.001647503	0.001588121
103.364	0.001477317	0.001443381	0.001611824
168.402	0.00147839	0.001066232	0.001327385
120.837	0.001482718	0.000844499	0.000843888
105.063	0.001483393	0.001360001	0.001386643
103.607	0.001484676	0.001476453	0.001599973
135.155	0.001484937	0.000985794	0.000752375
21.0973	0.001485742	0.001808078	0.001754044
121.808	0.00148618	0.000907146	0.000916134
121.08	0.001490233	0.000828214	0.00086065
82.4943	0.001491916	0.001545771	0.001777748
121.565	0.001491966	0.000857737	0.000897394
103.85	0.001492035	0.001478482	0.001576269
35.9005	0.001493333	0.001791965	0.001848857
122.05	0.001496469	0.000956556	0.000934148
21.34	0.001497734	0.001872178	0.001789599
121.322	0.001497749	0.000842972	0.000878671
104.092	0.001499394	0.001480511	0.001552566
104.82	0.00150596	0.00139013	0.00143405
104.578	0.001506358	0.00142026	0.001481456
122.293	0.001506754	0.001005965	0.000950749
104.335	0.001506754	0.001450381	0.001517011
21.5826	0.001516375	0.001936278	0.001825154
168.644	0.001516687	0.001053046	0.001410346
82.2516	0.001521189	0.001561278	0.001813302
134.912	0.001525112	0.00097353	0.000766631
50.7037	0.0015277	0.001667127	0.001623676
21.8253	0.001535016	0.002007588	0.001872561
122.536	0.001548074	0.001055367	0.000965413
82.0089	0.001550463	0.001583433	0.001848857
168.887	0.001554984	0.001097522	0.001493308
22.068	0.001561002	0.002078891	0.001908116
134.67	0.001565287	0.000961265	0.000778049
35.6578	0.001566229	0.001852082	0.001908116
81.7663	0.001568343	0.001605588	0.001884412
50.9464	0.001578446	0.001654668	0.001647379
176.167	0.001581495	0.001522972	0.000939248
81.5236	0.001586222	0.001626089	0.001919967
22.3107	0.001586984	0.002136896	0.001931819
122.778	0.001589391	0.001071241	0.000977864
169.13	0.001593281	0.001141989	0.001588121
134.427	0.001605461	0.000971171	0.000786627
81.2809	0.001610754	0.001646582	0.001955522
51.1891	0.001613368	0.001642217	0.001671083
26.6788	0.001616787	0.002118477	0.002322923
22.5533	0.00162627	0.002194893	0.001967374
26.9215	0.001628398	0.002157441	0.002394033
26.4361	0.001630251	0.002079512	0.002263665
169.372	0.001631577	0.001265465	0.001671083
81.0382	0.001635282	0.00165377	0.001979226
134.184	0.001636424	0.000981085	0.000793008
35.4152	0.001639129	0.001956546	0.001979226
27.1642	0.00164001	0.002196406	0.002476995
26.1935	0.001643715	0.002050536	0.002216259
123.021	0.001647057	0.001087107	0.00098811
51.4318	0.001648286	0.001636414	0.001706638
22.796	0.001665553	0.002228781	0.001991077
133.942	0.001667387	0.001009222	0.000798279
51.6744	0.001669907	0.001630611	0.001730341
25.9508	0.00167048	0.002021552	0.002180704
27.4069	0.001673786	0.002235363	0.00258366
80.7956	0.001676715	0.001660958	0.002014781
51.9171	0.001691528	0.001660149	0.001754044
25.7081	0.001697245	0.002036916	0.002145149
133.699	0.001698351	0.001037353	0.000803665
169.615	0.001698691	0.001388932	0.001765896
23.0387	0.001701095	0.00226267	0.002002929
123.264	0.001704724	0.00107193	0.000996405
52.1598	0.001706221	0.001689687	0.001789599
27.6495	0.001707566	0.002271213	0.002702176
80.5529	0.001718144	0.001655537	0.002050335
25.4654	0.001719852	0.00205228	0.002121445
52.4025	0.001720918	0.001750268	0.001813302
175.925	0.001723114	0.001625205	0.001024311
133.456	0.001729314	0.00106549	0.000810188
52.6451	0.001735611	0.001810848	0.001848857
35.1725	0.001736267	0.002061011	0.002050335
23.2814	0.00173664	0.002269947	0.002014781
59.6827	0.00173697	0.001982865	0.00208589
25.2228	0.001742459	0.002093424	0.00208589
59.9254	0.001742727	0.002002766	0.002097742
133.214	0.00174587	0.001093621	0.000818413
59.4401	0.001746175	0.001962955	0.002062187
27.8922	0.001747889	0.002307055	0.002832544
60.1681	0.001748484	0.00198276	0.002121445
123.507	0.001749089	0.00105676	0.001003164
52.8878	0.001750304	0.001870463	0.001872561
59.1974	0.001755375	0.0019619	0.002050335
24.9801	0.001758417	0.002134575	0.002074039
23.524	0.001758885	0.002277225	0.002014781
132.971	0.001762426	0.001115102	0.000828356
58.9547	0.00176458	0.001960844	0.002050335
169.858	0.001765802	0.001552323	0.001848857
53.1305	0.001767212	0.001930078	0.001908116
60.4108	0.001767542	0.001962753	0.002145149
80.3102	0.001772874	0.001650116	0.002074039
58.712	0.001773784	0.002017441	0.002038484
24.7374	0.001774375	0.002175718	0.002050335
132.728	0.001778979	0.001136591	0.000839554
58.4694	0.001779871	0.002074039	0.002038484
23.7667	0.001781129	0.002275436	0.002014781
24.4947	0.001782713	0.002216862	0.002038484
53.3732	0.001784123	0.00197638	0.001943671
58.2267	0.001785958	0.002168336	0.002038484
24.0094	0.001786088	0.002273654	0.002026632
60.6535	0.001786599	0.001912528	0.002157
28.1349	0.001788209	0.002369508	0.002974764
24.2521	0.001791051	0.002245261	0.002026632
57.984	0.001792045	0.002262632	0.002038484
123.749	0.001793458	0.001048232	0.001008843
132.486	0.001795536	0.001144767	0.000851298
57.7413	0.001798135	0.002334758	0.002038484
53.6159	0.001801035	0.00202269	0.001967374
123.992	0.001806237	0.001039711	0.00101382
60.8961	0.001808289	0.001862302	0.002180704
53.8585	0.001817943	0.002075649	0.002002929
124.72	0.001817979	0.001122522	0.001026029
124.477	0.001818498	0.001084756	0.00102241
124.235	0.001819016	0.001062233	0.001018322
132.243	0.00182121	0.001152943	0.00086291
54.1012	0.001825295	0.002128615	0.002038484
80.0675	0.001827608	0.001666865	0.002109594
57.4987	0.001828464	0.002406877	0.002050335
28.3776	0.001828532	0.00243196	0.003116984
124.963	0.001828949	0.001160289	0.001029095
61.1388	0.001829979	0.001834254	0.002192555
54.3439	0.001832647	0.002194878	0.002062187
175.682	0.001838136	0.00175321	0.001112202
61.3815	0.001838371	0.001806206	0.002192555
65.0216	0.001839158	0.001928139	0.002239962
125.205	0.001839919	0.001198055	0.001031587
62.1095	0.001839988	0.001907781	0.002168852
54.5866	0.001839999	0.002261142	0.00208589
61.8668	0.001843374	0.001853227	0.002180704
61.6242	0.00184676	0.001829717	0.002192555
132	0.00184688	0.001146669	0.000873988
54.8292	0.001847347	0.002311128	0.002109594
62.3522	0.001849903	0.001962334	0.002157
64.7789	0.001852361	0.001932055	0.002204407
65.2643	0.001856987	0.001924223	0.002275517
57.256	0.001858796	0.002422032	0.002062187
62.5949	0.001859818	0.001996529	0.002157
34.9298	0.001860007	0.002241982	0.002145149
64.5363	0.001865568	0.001935963	0.002180704
55.0719	0.001867583	0.002361107	0.002121445
28.6202	0.001868856	0.002550411	0.003259204
131.757	0.001872554	0.001140402	0.000884536
125.448	0.001873058	0.001235822	0.00103361
65.507	0.001874812	0.001915036	0.002311072
62.8375	0.001881247	0.002030732	0.002145149
170.1	0.001881678	0.001715706	0.001931819
55.3146	0.001887819	0.002380042	0.002133297
64.2936	0.001888885	0.001939879	0.002168852
79.8248	0.001895639	0.001683622	0.002145149
57.0133	0.001895777	0.002437194	0.002062187
131.515	0.001898227	0.001134128	0.000894949
63.0802	0.001902676	0.002025011	0.002133297
125.691	0.001906192	0.001247532	0.001035405
65.7496	0.001910789	0.001905856	0.002358478
64.0509	0.001912203	0.00195308	0.002157
55.5573	0.001914704	0.002398978	0.002133297
63.3229	0.001917456	0.002019298	0.002133297
63.8082	0.001922219	0.001966287	0.002145149
175.439	0.001928219	0.001881223	0.001197017
28.8629	0.001931623	0.002668855	0.00337772
131.272	0.001931656	0.001127853	0.000905855
63.5656	0.001932236	0.001992793	0.002145149
56.7706	0.001932758	0.002421306	0.00208589
55.7999	0.001941589	0.002397264	0.002133297
125.933	0.0019457	0.001259242	0.001037299
65.9923	0.001946766	0.001909982	0.002417737
56.528	0.001950482	0.002405417	0.002097742
56.0426	0.001954897	0.002395549	0.002121445
79.5822	0.001963666	0.001754423	0.002180704
131.029	0.001965088	0.001121309	0.000917885
56.2853	0.001968205	0.002400483	0.002109594
126.176	0.001985211	0.001270953	0.001039602
66.235	0.001989391	0.0019141	0.002476995
29.1056	0.001994387	0.002831654	0.003484385
170.343	0.001997559	0.001853587	0.002002929
130.787	0.001998519	0.001114758	0.000931453
34.6871	0.002002587	0.002422953	0.002239962
126.419	0.002011418	0.001282663	0.001042513
175.196	0.002018302	0.002009228	0.00129183
130.544	0.002031948	0.001121519	0.000946604
66.4777	0.002032017	0.001940194	0.002536253
126.661	0.002037628	0.001307821	0.001046041
79.3395	0.002038346	0.001825232	0.002216259
126.904	0.002054417	0.001332979	0.001049985
130.301	0.002067598	0.001128272	0.000962983
127.147	0.002071205	0.001371434	0.001053966
66.7203	0.002086627	0.001966287	0.002607363
127.389	0.002087997	0.001409897	0.001057504
29.3483	0.002097053	0.002994445	0.003567347
174.954	0.002097372	0.00213724	0.001386643
130.059	0.002103245	0.001163164	0.000979917
127.632	0.002104786	0.001445859	0.001060106
79.0968	0.00211303	0.001944821	0.002263665
170.586	0.002124242	0.001991475	0.002062187
127.875	0.002129332	0.001481829	0.001061339
129.816	0.002138892	0.001198055	0.000996573
66.963	0.002141237	0.002014551	0.002678473
128.117	0.002153879	0.001486748	0.00106086
34.4445	0.002171769	0.00262721	0.002358478
129.573	0.002174539	0.001255117	0.001012139
174.711	0.002176442	0.002218194	0.001481456
128.36	0.002178425	0.001491667	0.001058415
129.331	0.00219273	0.001312186	0.001025962
78.8541	0.002199208	0.00206441	0.002322923
29.5909	0.002199716	0.003158076	0.003614753
128.603	0.002202971	0.001457884	0.001053812
128.845	0.002206948	0.001424101	0.001046908
129.088	0.002210922	0.001368147	0.001037617
67.2057	0.002218012	0.002062815	0.002761434
170.828	0.002250926	0.002080575	0.002121445
174.468	0.002268813	0.002299156	0.001576269
78.6115	0.002285387	0.002194811	0.00237033
67.4484	0.002294788	0.002137412	0.002844396
29.8336	0.002316546	0.003321706	0.003638457
171.071	0.00233771	0.002169668	0.002157
34.2018	0.002340948	0.002831459	0.002476995
174.226	0.002361184	0.002340194	0.001671083
78.3688	0.002384864	0.002325212	0.00244144
67.6911	0.002397055	0.00221201	0.002927358
171.314	0.002424495	0.002238118	0.002192555
30.0763	0.002433376	0.003449853	0.003626605
173.983	0.002448566	0.002381233	0.001765896
171.556	0.002468585	0.002306568	0.002216259
78.1261	0.002484344	0.002433435	0.00251255
67.9337	0.002499323	0.002317657	0.003022171
33.9591	0.002510126	0.00300966	0.002607363
171.799	0.002512675	0.002361713	0.00222811
30.319	0.002532476	0.00352478	0.003614753
173.74	0.002535949	0.002409528	0.001848857
172.042	0.002543464	0.002416858	0.002216259
172.284	0.002574253	0.002451764	0.002204407
31.775	0.002577864	0.003282105	0.003436979
32.0177	0.002589925	0.003239314	0.003401424
31.5323	0.002592401	0.003367581	0.003460682
173.498	0.002596729	0.002437815	0.001931819
172.527	0.002599503	0.002486671	0.002168852
77.8834	0.002604219	0.002541658	0.00258366
30.5616	0.002604973	0.003572542	0.003579198
31.2897	0.002614663	0.003453058	0.003496237
68.1764	0.002614888	0.002423297	0.003116984
32.2604	0.002620826	0.003196516	0.003354017
172.77	0.002624749	0.002490534	0.002133297
173.255	0.002630915	0.00246611	0.002002929
30.8043	0.002634247	0.003567084	0.003555495
31.047	0.002636922	0.00352338	0.00351994
173.012	0.002641131	0.002494398	0.002074039
33.7164	0.002645503	0.00313464	0.002737731
32.503	0.002678329	0.003213048	0.003294759
77.6408	0.002724098	0.00263606	0.002666621
32.7457	0.002725302	0.003229573	0.003211797
68.4191	0.002730453	0.00255098	0.003223649
33.4738	0.002736551	0.003221913	0.002879951
32.9884	0.002772274	0.003242773	0.003116984
33.2311	0.002776577	0.003255974	0.002998467
68.6618	0.002837013	0.002678663	0.003330314
77.3981	0.002857274	0.002730461	0.002761434
68.9044	0.002943577	0.002806339	0.003436979
77.1554	0.002990454	0.002824863	0.002856248
69.1471	0.003043488	0.002934022	0.003543643
76.9127	0.003129449	0.002919264	0.002962913
69.3898	0.003143399	0.003047149	0.003650308
69.6325	0.003249542	0.003160277	0.003768825
76.6701	0.003268444	0.003032092	0.003081429
69.8751	0.003355689	0.003260099	0.00387549
76.4274	0.003407443	0.003144928	0.003211797
70.1178	0.003475133	0.003359922	0.003970303
76.1847	0.003546437	0.003264412	0.003342165
70.3605	0.003594581	0.003458029	0.004065116
75.942	0.00366148	0.003383896	0.003472533
70.6032	0.003733985	0.003556137	0.004159929
75.6994	0.003770237	0.003494096	0.003602902
70.8458	0.003842742	0.003660901	0.004242891
75.4567	0.003878994	0.003604296	0.003721418
75.214	0.003951499	0.003701191	0.003851786
71.0885	0.003951499	0.003765658	0.004314001
74.9713	0.004024003	0.003798093	0.003958451
71.3312	0.004060256	0.003865293	0.004385111
74.7287	0.004096508	0.003880155	0.004065116
74.486	0.00413276	0.003962217	0.004159929
71.5739	0.00413276	0.00396492	0.004432517
74.2433	0.004169012	0.004030982	0.004254742
74.0006	0.004205265	0.004099739	0.004325852
73.758	0.004241517	0.004140508	0.004396962
71.8165	0.004241517	0.004042378	0.004479924
73.5153	0.004277769	0.00418127	0.00445622
72.0592	0.004277769	0.004119835	0.004515479
73.2726	0.004314022	0.004199861	0.004491775
72.3019	0.004314022	0.004160013	0.00452733
73.0299	0.004350274	0.004218445	0.00452733
72.5446	0.004350274	0.00420019	0.004539182
72.7872	0.004350274	0.004209317	0.004539182
