#OTU ID	BC_1	BC_2	BC_3	BS_1	BS_2	BS_3	BT_1	BT_2	BT_3
ASV9666	0	0	0	0	0	0	0	0	0
ASV9673	0	0	0	0	0	0	0	0	0
ASV9687	0	0	0	0	0	0	0	0	0
ASV9688	0	0	0	0	0	0	0	0	0
ASV9691	0	0	0	0	0	0	0	0	0
ASV9693	0	0	0	0	0	0	0	0	0
ASV9706	0	0	0	0	0	0	0	0	0
ASV9728	0	0	0	0	0	0	0	0	0
ASV9729	0	0	0	0	0	0	0	0	0
ASV9730	0	0	0	0	0	0	0	0	0
ASV9744	0	0	0	0	0	0	0	0	0
ASV9769	0	0	0	0	0	0	0	0	0
ASV9770	0	0	0	0	0	0	0	0	0
ASV9780	0	0	0	0	0	0	0	0	0
ASV9782	0	0	0	0	0	0	0	0	0
ASV9791	0	0	0	0	0	0	0	0	0
ASV9798	0	0	0	0	0	0	0	0	0
ASV9801	0	0	0	0	0	0	0	0	0
ASV9803	0	0	0	0	0	0	0	0	0
ASV9804	0	0	0	0	0	0	0	0	0
ASV9811	0	0	0	0	0	0	0	0	0
ASV9815	0	0	0	0	0	0	0	0	0
ASV9805	0	0	0	0	0	0	0	0	0
ASV9488	0	0	0	0	0	0	0	10	0
ASV9379	4	0	6	0	0	0	0	0	0
ASV9464	0	0	0	0	0	10	0	0	0
ASV9656	0	0	0	0	0	0	0	0	0
ASV9481	0	0	0	0	0	0	0	10	0
ASV9714	0	0	0	0	0	0	0	0	0
ASV9382	0	10	0	0	0	0	0	0	0
ASV9743	0	0	0	0	0	0	0	0	0
ASV9733	0	0	0	0	0	0	0	0	0
ASV9489	0	0	0	0	0	0	0	10	0
ASV9517	0	0	0	0	0	0	0	0	0
ASV9562	0	0	0	0	0	0	0	0	0
ASV9796	0	0	0	0	0	0	0	0	0
ASV9559	0	0	0	0	0	0	0	0	0
ASV9663	0	0	0	0	0	0	0	0	0
ASV9731	0	0	0	0	0	0	0	0	0
ASV9735	0	0	0	0	0	0	0	0	0
ASV9583	0	0	0	0	0	0	0	0	0
ASV9761	0	0	0	0	0	0	0	0	0
ASV9528	0	0	0	0	0	0	0	0	0
ASV9800	0	0	0	0	0	0	0	0	0
ASV9594	0	0	0	0	0	0	0	0	0
ASV9713	0	0	0	0	0	0	0	0	0
ASV9604	0	0	0	0	0	0	0	0	0
ASV9631	0	0	0	0	0	0	0	0	0
ASV9694	0	0	0	0	0	0	0	0	0
ASV9725	0	0	0	0	0	0	0	0	0
ASV9436	0	0	0	0	10	0	0	0	0
ASV9511	0	0	0	0	0	0	0	0	10
ASV9771	0	0	0	0	0	0	0	0	0
ASV9494	0	0	0	0	0	0	0	3	7
ASV9653	0	0	0	0	0	0	0	0	0
ASV9482	0	0	0	0	0	0	0	10	0
ASV9777	0	0	0	0	0	0	0	0	0
ASV9678	0	0	0	0	0	0	0	0	0
ASV9606	0	0	0	0	0	0	0	0	0
ASV9661	0	0	0	0	0	0	0	0	0
ASV9670	0	0	0	0	0	0	0	0	0
ASV9786	0	0	0	0	0	0	0	0	0
ASV9377	5	0	0	0	0	0	0	0	5
ASV9613	0	0	0	0	0	0	0	0	0
ASV9638	0	0	0	0	0	0	0	0	0
ASV9766	0	0	0	0	0	0	0	0	0
ASV9640	0	0	0	0	0	0	0	0	0
ASV9521	0	0	0	0	0	0	0	0	0
ASV9525	0	0	0	0	0	0	0	0	0
ASV9547	0	0	0	0	0	0	0	0	0
ASV9643	0	0	0	0	0	0	0	0	0
ASV9646	0	0	0	0	0	0	0	0	0
ASV9739	0	0	0	0	0	0	0	0	0
ASV9727	0	0	0	0	0	0	0	0	0
ASV9381	0	10	0	0	0	0	0	0	0
ASV9392	0	5	5	0	0	0	0	0	0
ASV9446	0	0	0	0	10	0	0	0	0
ASV9597	0	0	0	0	0	0	0	0	0
ASV9607	0	0	0	0	0	0	0	0	0
ASV9665	0	0	0	0	0	0	0	0	0
ASV9685	0	0	0	0	0	0	0	0	0
ASV9754	0	0	0	0	0	0	0	0	0
ASV9722	0	0	0	0	0	0	0	0	0
ASV9645	0	0	0	0	0	0	0	0	0
ASV9664	0	0	0	0	0	0	0	0	0
ASV9784	0	0	0	0	0	0	0	0	0
ASV9642	0	0	0	0	0	0	0	0	0
ASV9484	0	0	0	0	0	0	0	10	0
ASV9709	0	0	0	0	0	0	0	0	0
ASV9596	0	0	0	0	0	0	0	0	0
ASV9459	0	0	0	0	0	10	0	0	0
ASV9639	0	0	0	0	0	0	0	0	0
ASV9749	0	0	0	0	0	0	0	0	0
ASV9495	0	0	0	0	0	0	0	0	10
ASV9568	0	0	0	0	0	0	0	0	0
ASV9545	0	0	0	0	0	0	0	0	0
ASV9441	0	0	0	0	10	0	0	0	0
ASV9579	0	0	0	0	0	0	0	0	0
ASV9516	0	0	0	0	0	0	0	0	0
ASV9431	0	0	0	0	10	0	0	0	0
ASV9409	0	0	10	0	0	0	0	0	0
ASV9368	10	0	0	0	0	0	0	0	0
ASV9682	0	0	0	0	0	0	0	0	0
ASV9614	0	0	0	0	0	0	0	0	0
ASV9470	0	0	0	0	0	3	0	0	6
ASV9758	0	0	0	0	0	0	0	0	0
ASV9679	0	0	0	0	0	0	0	0	0
ASV9471	0	0	0	0	0	0	10	0	0
ASV9573	0	0	0	0	0	0	0	0	0
ASV9630	0	0	0	0	0	0	0	0	0
ASV9704	0	0	0	0	0	0	0	0	0
ASV9503	0	0	0	0	0	0	0	0	10
ASV9588	0	0	0	0	0	0	0	0	0
ASV9789	0	0	0	0	0	0	0	0	0
ASV9738	0	0	0	0	0	0	0	0	0
ASV9430	0	0	0	0	10	0	0	0	0
ASV9776	0	0	0	0	0	0	0	0	0
ASV9808	0	0	0	0	0	0	0	0	0
ASV9608	0	0	0	0	0	0	0	0	0
ASV9647	0	0	0	0	0	0	0	0	0
ASV9697	0	0	0	0	0	0	0	0	0
ASV9420	0	0	0	10	0	0	0	0	0
ASV9485	0	0	0	0	0	0	0	10	0
ASV9510	0	0	0	0	0	0	0	0	10
ASV9502	0	0	0	0	0	0	0	0	10
ASV9449	0	0	0	0	3	0	0	7	0
ASV9589	0	0	0	0	0	0	0	0	0
ASV9515	0	0	0	0	0	0	0	0	1
ASV9710	0	0	0	0	0	0	0	0	0
ASV9632	0	0	0	0	0	0	0	0	0
ASV9719	0	0	0	0	0	0	0	0	0
ASV9615	0	0	0	0	0	0	0	0	0
ASV9455	0	0	0	0	0	10	0	0	0
ASV9676	0	0	0	0	0	0	0	0	0
ASV9416	0	0	0	10	0	0	0	0	0
ASV9551	0	0	0	0	0	0	0	0	0
ASV9370	10	0	0	0	0	0	0	0	0
ASV9371	10	0	0	0	0	0	0	0	0
ASV9395	0	2	0	0	2	1	2	0	3
ASV9399	0	0	10	0	0	0	0	0	0
ASV9404	0	0	10	0	0	0	0	0	0
ASV9486	0	0	0	0	0	0	0	10	0
ASV9540	0	0	0	0	0	0	0	0	0
ASV9555	0	0	0	0	0	0	0	0	0
ASV9657	0	0	0	0	0	0	0	0	0
ASV9671	0	0	0	0	0	0	0	0	0
ASV9681	0	0	0	0	0	0	0	0	0
ASV9745	0	0	0	0	0	0	0	0	0
ASV9813	0	0	0	0	0	0	0	0	0
ASV9402	0	0	10	0	0	0	0	0	0
ASV9435	0	0	0	0	10	0	0	0	0
ASV9437	0	0	0	0	10	0	0	0	0
ASV9465	0	0	0	0	0	10	0	0	0
ASV9538	0	0	0	0	0	0	0	0	0
ASV9652	0	0	0	0	0	0	0	0	0
ASV9762	0	0	0	0	0	0	0	0	0
ASV9490	0	0	0	0	0	0	0	10	0
ASV9373	6	0	0	0	4	0	0	0	0
ASV9393	0	5	0	0	0	0	0	0	5
ASV9383	0	10	0	0	0	0	0	0	0
ASV9508	0	0	0	0	0	0	0	0	10
ASV9460	0	0	0	0	0	10	0	0	0
ASV9398	0	0	10	0	0	0	0	0	0
ASV9506	0	0	0	0	0	0	0	0	10
ASV9759	0	0	0	0	0	0	0	0	0
ASV9787	0	0	0	0	0	0	0	0	0
ASV9472	0	0	0	0	0	0	10	0	0
ASV9539	0	0	0	0	0	0	0	0	0
ASV9546	0	0	0	0	0	0	0	0	0
ASV9574	0	0	0	0	0	0	0	0	0
ASV9595	0	0	0	0	0	0	0	0	0
ASV9806	0	0	0	0	0	0	0	0	0
ASV9577	0	0	0	0	0	0	0	0	0
ASV9601	0	0	0	0	0	0	0	0	0
ASV9602	0	0	0	0	0	0	0	0	0
ASV9692	0	0	0	0	0	0	0	0	0
ASV9812	0	0	0	0	0	0	0	0	0
ASV9439	0	0	0	0	10	0	0	0	0
ASV9763	0	0	0	0	0	0	0	0	0
ASV9498	0	0	0	0	0	0	0	0	10
ASV9696	0	0	0	0	0	0	0	0	0
ASV9458	0	0	0	0	0	10	0	0	0
ASV9480	0	0	0	0	0	0	0	10	0
ASV9736	0	0	0	0	0	0	0	0	0
ASV9372	10	0	0	0	0	0	0	0	0
ASV9552	0	0	0	0	0	0	0	0	0
ASV9394	0	2	0	0	0	0	3	0	5
ASV9428	0	0	0	7	0	3	0	0	0
ASV9775	0	0	0	0	0	0	0	0	0
ASV9802	0	0	0	0	0	0	0	0	0
ASV9757	0	0	0	0	0	0	0	0	0
ASV9641	0	0	0	0	0	0	0	0	0
ASV9740	0	0	0	0	0	0	0	0	0
ASV9810	0	0	0	0	0	0	0	0	0
ASV9523	0	0	0	0	0	0	0	0	0
ASV9701	0	0	0	0	0	0	0	0	0
ASV9386	0	10	0	0	0	0	0	0	0
ASV9675	0	0	0	0	0	0	0	0	0
ASV9660	0	0	0	0	0	0	0	0	0
ASV9767	0	0	0	0	0	0	0	0	0
ASV9388	0	10	0	0	0	0	0	0	0
ASV9774	0	0	0	0	0	0	0	0	0
ASV9705	0	0	0	0	0	0	0	0	0
ASV9548	0	0	0	0	0	0	0	0	0
ASV9715	0	0	0	0	0	0	0	0	0
ASV9492	0	0	0	0	0	0	0	10	0
ASV9418	0	0	0	10	0	0	0	0	0
ASV9406	0	0	10	0	0	0	0	0	0
ASV9426	0	0	0	10	0	0	0	0	0
ASV9496	0	0	0	0	0	0	0	0	10
ASV9413	0	0	0	10	0	0	0	0	0
ASV9570	0	0	0	0	0	0	0	0	0
ASV9627	0	0	0	0	0	0	0	0	0
ASV9648	0	0	0	0	0	0	0	0	0
ASV9703	0	0	0	0	0	0	0	0	0
ASV9702	0	0	0	0	0	0	0	0	0
ASV9799	0	0	0	0	0	0	0	0	0
ASV9390	0	10	0	0	0	0	0	0	0
ASV9400	0	0	10	0	0	0	0	0	0
ASV9425	0	0	0	10	0	0	0	0	0
ASV9444	0	0	0	0	10	0	0	0	0
ASV9501	0	0	0	0	0	0	0	0	10
ASV9565	0	0	0	0	0	0	0	0	0
ASV9723	0	0	0	0	0	0	0	0	0
ASV9734	0	0	0	0	0	0	0	0	0
ASV9765	0	0	0	0	0	0	0	0	0
ASV9468	0	0	0	0	0	5	5	0	0
ASV9405	0	0	10	0	0	0	0	0	0
ASV9466	0	0	0	0	0	7	0	3	0
ASV9556	0	0	0	0	0	0	0	0	0
ASV9686	0	0	0	0	0	0	0	0	0
ASV9708	0	0	0	0	0	0	0	0	0
ASV9779	0	0	0	0	0	0	0	0	0
ASV9809	0	0	0	0	0	0	0	0	0
ASV9363	10	0	0	0	0	0	0	0	0
ASV9524	0	0	0	0	0	0	0	0	0
ASV9582	0	0	0	0	0	0	0	0	0
ASV9407	0	0	10	0	0	0	0	0	0
ASV9476	0	0	0	0	0	0	10	0	0
ASV9781	0	0	0	0	0	0	0	0	0
ASV9411	0	0	3	3	0	0	1	0	3
ASV9424	0	0	0	10	0	0	0	0	0
ASV9440	0	0	0	0	10	0	0	0	0
ASV9454	0	0	0	0	0	10	0	0	0
ASV9680	0	0	0	0	0	0	0	0	0
ASV9443	0	0	0	0	10	0	0	0	0
ASV9788	0	0	0	0	0	0	0	0	0
ASV9397	0	0	10	0	0	0	0	0	0
ASV9534	0	0	0	0	0	0	0	0	0
ASV9603	0	0	0	0	0	0	0	0	0
ASV9612	0	0	0	0	0	0	0	0	0
ASV9717	0	0	0	0	0	0	0	0	0
ASV9737	0	0	0	0	0	0	0	0	0
ASV9764	0	0	0	0	0	0	0	0	0
ASV9611	0	0	0	0	0	0	0	0	0
ASV9522	0	0	0	0	0	0	0	0	0
ASV9519	0	0	0	0	0	0	0	0	0
ASV9617	0	0	0	0	0	0	0	0	0
ASV9625	0	0	0	0	0	0	0	0	0
ASV9633	0	0	0	0	0	0	0	0	0
ASV9695	0	0	0	0	0	0	0	0	0
ASV9726	0	0	0	0	0	0	0	0	0
ASV9401	0	0	10	0	0	0	0	0	0
ASV9403	0	0	10	0	0	0	0	0	0
ASV9718	0	0	0	0	0	0	0	0	0
ASV9554	0	0	0	0	0	0	0	0	0
ASV9716	0	0	0	0	0	0	0	0	0
ASV9797	0	0	0	0	0	0	0	0	0
ASV9590	0	0	0	0	0	0	0	0	0
ASV9385	0	10	0	0	0	0	0	0	0
ASV9389	0	10	0	0	0	0	0	0	0
ASV9584	0	0	0	0	0	0	0	0	0
ASV9461	0	0	0	0	0	10	0	0	0
ASV9783	0	0	0	0	0	0	0	0	0
ASV9814	0	0	0	0	0	0	0	0	0
ASV9408	0	0	10	0	0	0	0	0	0
ASV9755	0	0	0	0	0	0	0	0	0
ASV9380	3	0	7	0	0	0	0	0	0
ASV9432	0	0	0	0	10	0	0	0	0
ASV9456	0	0	0	0	0	10	0	0	0
ASV9751	0	0	0	0	0	0	0	0	0
ASV9785	0	0	0	0	0	0	0	0	0
ASV9493	0	0	0	0	0	0	0	10	0
ASV9529	0	0	0	0	0	0	0	0	0
ASV9593	0	0	0	0	0	0	0	0	0
ASV9644	0	0	0	0	0	0	0	0	0
ASV9651	0	0	0	0	0	0	0	0	0
ASV9689	0	0	0	0	0	0	0	0	0
ASV9362	10	0	0	0	0	0	0	0	0
ASV9364	10	0	0	0	0	0	0	0	0
ASV9366	10	0	0	0	0	0	0	0	0
ASV9367	10	0	0	0	0	0	0	0	0
ASV9369	10	0	0	0	0	0	0	0	0
ASV9374	6	4	0	0	0	0	0	0	0
ASV9375	6	0	0	0	0	4	0	0	0
ASV9378	4	0	0	0	0	0	6	0	0
ASV9387	0	10	0	0	0	0	0	0	0
ASV9391	0	10	0	0	0	0	0	0	0
ASV9396	0	0	10	0	0	0	0	0	0
ASV9412	0	0	0	10	0	0	0	0	0
ASV9414	0	0	0	10	0	0	0	0	0
ASV9415	0	0	0	10	0	0	0	0	0
ASV9417	0	0	0	10	0	0	0	0	0
ASV9421	0	0	0	10	0	0	0	0	0
ASV9422	0	0	0	10	0	0	0	0	0
ASV9427	0	0	0	8	0	0	0	0	0
ASV9429	0	0	0	4	0	0	6	0	0
ASV9433	0	0	0	0	10	0	0	0	0
ASV9434	0	0	0	0	10	0	0	0	0
ASV9445	0	0	0	0	10	0	0	0	0
ASV9447	0	0	0	0	7	3	0	0	0
ASV9448	0	0	0	0	5	0	5	0	0
ASV9450	0	0	0	0	0	10	0	0	0
ASV9451	0	0	0	0	0	10	0	0	0
ASV9452	0	0	0	0	0	10	0	0	0
ASV9453	0	0	0	0	0	10	0	0	0
ASV9462	0	0	0	0	0	10	0	0	0
ASV9467	0	0	0	0	0	6	4	0	0
ASV9469	0	0	0	0	0	5	0	0	5
ASV9473	0	0	0	0	0	0	10	0	0
ASV9474	0	0	0	0	0	0	10	0	0
ASV9475	0	0	0	0	0	0	10	0	0
ASV9478	0	0	0	0	0	0	0	10	0
ASV9479	0	0	0	0	0	0	0	10	0
ASV9487	0	0	0	0	0	0	0	10	0
ASV9491	0	0	0	0	0	0	0	10	0
ASV9497	0	0	0	0	0	0	0	0	10
ASV9500	0	0	0	0	0	0	0	0	10
ASV9504	0	0	0	0	0	0	0	0	10
ASV9505	0	0	0	0	0	0	0	0	10
ASV9507	0	0	0	0	0	0	0	0	10
ASV9509	0	0	0	0	0	0	0	0	10
ASV9512	0	0	0	0	0	0	0	0	10
ASV9514	0	0	0	0	0	0	0	0	3
ASV9518	0	0	0	0	0	0	0	0	0
ASV9520	0	0	0	0	0	0	0	0	0
ASV9526	0	0	0	0	0	0	0	0	0
ASV9527	0	0	0	0	0	0	0	0	0
ASV9530	0	0	0	0	0	0	0	0	0
ASV9531	0	0	0	0	0	0	0	0	0
ASV9533	0	0	0	0	0	0	0	0	0
ASV9536	0	0	0	0	0	0	0	0	0
ASV9541	0	0	0	0	0	0	0	0	0
ASV9542	0	0	0	0	0	0	0	0	0
ASV9543	0	0	0	0	0	0	0	0	0
ASV9550	0	0	0	0	0	0	0	0	0
ASV9553	0	0	0	0	0	0	0	0	0
ASV9557	0	0	0	0	0	0	0	0	0
ASV9558	0	0	0	0	0	0	0	0	0
ASV9560	0	0	0	0	0	0	0	0	0
ASV9563	0	0	0	0	0	0	0	0	0
ASV9564	0	0	0	0	0	0	0	0	0
ASV9566	0	0	0	0	0	0	0	0	0
ASV9567	0	0	0	0	0	0	0	0	0
ASV9569	0	0	0	0	0	0	0	0	0
ASV9571	0	0	0	0	0	0	0	0	0
ASV9572	0	0	0	0	0	0	0	0	0
ASV9575	0	0	0	0	0	0	0	0	0
ASV9576	0	0	0	0	0	0	0	0	0
ASV9578	0	0	0	0	0	0	0	0	0
ASV9580	0	0	0	0	0	0	0	0	0
ASV9581	0	0	0	0	0	0	0	0	0
ASV9585	0	0	0	0	0	0	0	0	0
ASV9591	0	0	0	0	0	0	0	0	0
ASV9592	0	0	0	0	0	0	0	0	0
ASV9598	0	0	0	0	0	0	0	0	0
ASV9599	0	0	0	0	0	0	0	0	0
ASV9605	0	0	0	0	0	0	0	0	0
ASV9610	0	0	0	0	0	0	0	0	0
ASV9616	0	0	0	0	0	0	0	0	0
ASV9621	0	0	0	0	0	0	0	0	0
ASV9624	0	0	0	0	0	0	0	0	0
ASV9629	0	0	0	0	0	0	0	0	0
ASV9634	0	0	0	0	0	0	0	0	0
ASV9637	0	0	0	0	0	0	0	0	0
ASV9649	0	0	0	0	0	0	0	0	0
ASV9659	0	0	0	0	0	0	0	0	0
ASV9662	0	0	0	0	0	0	0	0	0
ASV9667	0	0	0	0	0	0	0	0	0
ASV9668	0	0	0	0	0	0	0	0	0
ASV9669	0	0	0	0	0	0	0	0	0
ASV9672	0	0	0	0	0	0	0	0	0
ASV9674	0	0	0	0	0	0	0	0	0
ASV9677	0	0	0	0	0	0	0	0	0
ASV9683	0	0	0	0	0	0	0	0	0
ASV9684	0	0	0	0	0	0	0	0	0
ASV9690	0	0	0	0	0	0	0	0	0
ASV9698	0	0	0	0	0	0	0	0	0
ASV9699	0	0	0	0	0	0	0	0	0
ASV9700	0	0	0	0	0	0	0	0	0
ASV9707	0	0	0	0	0	0	0	0	0
ASV9711	0	0	0	0	0	0	0	0	0
ASV9712	0	0	0	0	0	0	0	0	0
ASV9720	0	0	0	0	0	0	0	0	0
ASV9721	0	0	0	0	0	0	0	0	0
ASV9724	0	0	0	0	0	0	0	0	0
ASV9732	0	0	0	0	0	0	0	0	0
ASV9741	0	0	0	0	0	0	0	0	0
ASV9742	0	0	0	0	0	0	0	0	0
ASV9746	0	0	0	0	0	0	0	0	0
ASV9747	0	0	0	0	0	0	0	0	0
ASV9748	0	0	0	0	0	0	0	0	0
ASV9750	0	0	0	0	0	0	0	0	0
ASV9752	0	0	0	0	0	0	0	0	0
ASV9753	0	0	0	0	0	0	0	0	0
ASV9756	0	0	0	0	0	0	0	0	0
ASV9768	0	0	0	0	0	0	0	0	0
ASV9772	0	0	0	0	0	0	0	0	0
ASV9773	0	0	0	0	0	0	0	0	0
ASV9778	0	0	0	0	0	0	0	0	0
ASV9790	0	0	0	0	0	0	0	0	0
ASV9792	0	0	0	0	0	0	0	0	0
ASV9793	0	0	0	0	0	0	0	0	0
ASV9794	0	0	0	0	0	0	0	0	0
ASV9795	0	0	0	0	0	0	0	0	0
ASV9807	0	0	0	0	0	0	0	0	0
ASV9816	0	0	0	0	0	0	0	0	0
ASV10059	0	0	0	0	0	0	0	0	0
ASV10044	0	0	0	0	0	0	0	0	0
ASV10261	0	0	0	0	0	0	0	0	0
ASV9919	0	0	0	0	9	0	0	0	0
ASV10245	0	0	0	0	0	0	0	0	0
ASV9823	9	0	0	0	0	0	0	0	0
ASV9830	9	0	0	0	0	0	0	0	0
ASV9831	9	0	0	0	0	0	0	0	0
ASV9834	4	0	0	0	0	0	5	0	0
ASV9837	4	0	0	0	0	5	0	0	0
ASV9838	3	0	6	0	0	0	0	0	0
ASV9842	0	9	0	0	0	0	0	0	0
ASV9846	0	9	0	0	0	0	0	0	0
ASV9877	0	0	9	0	0	0	0	0	0
ASV9908	0	0	0	4	0	0	5	0	0
ASV9921	0	0	0	0	9	0	0	0	0
ASV9925	0	0	0	0	6	0	0	3	0
ASV9937	0	0	0	0	0	9	0	0	0
ASV9956	0	0	0	0	0	0	9	0	0
ASV9958	0	0	0	0	0	0	9	0	0
ASV9967	0	0	0	0	0	0	6	3	0
ASV9975	0	0	0	0	0	0	0	9	0
ASV9976	0	0	0	0	0	0	0	9	0
ASV9989	0	0	0	0	0	0	0	0	9
ASV10039	0	0	0	0	0	0	0	0	0
ASV10066	0	0	0	0	0	0	0	0	0
ASV10072	0	0	0	0	0	0	0	0	0
ASV10085	0	0	0	0	0	0	0	0	0
ASV10101	0	0	0	0	0	0	0	0	0
ASV10103	0	0	0	0	0	0	0	0	0
ASV10125	0	0	0	0	0	0	0	0	0
ASV10137	0	0	0	0	0	0	0	0	0
ASV10138	0	0	0	0	0	0	0	0	0
ASV10139	0	0	0	0	0	0	0	0	0
ASV10140	0	0	0	0	0	0	0	0	0
ASV10164	0	0	0	0	0	0	0	0	0
ASV10166	0	0	0	0	0	0	0	0	0
ASV10169	0	0	0	0	0	0	0	0	0
ASV10185	0	0	0	0	0	0	0	0	0
ASV10205	0	0	0	0	0	0	0	0	0
ASV10212	0	0	0	0	0	0	0	0	0
ASV10242	0	0	0	0	0	0	0	0	0
ASV10254	0	0	0	0	0	0	0	0	0
ASV10260	0	0	0	0	0	0	0	0	0
ASV10262	0	0	0	0	0	0	0	0	0
ASV10269	0	0	0	0	0	0	0	0	0
ASV10287	0	0	0	0	0	0	0	0	0
ASV10292	0	0	0	0	0	0	0	0	0
ASV10301	0	0	0	0	0	0	0	0	0
ASV10303	0	0	0	0	0	0	0	0	0
ASV10307	0	0	0	0	0	0	0	0	0
ASV10329	0	0	0	0	0	0	0	0	0
ASV10333	0	0	0	0	0	0	0	0	0
ASV10335	0	0	0	0	0	0	0	0	0
ASV10343	0	0	0	0	0	0	0	0	0
ASV10350	0	0	0	0	0	0	0	0	0
ASV10358	0	0	0	0	0	0	0	0	0
ASV10366	0	0	0	0	0	0	0	0	0
ASV10375	0	0	0	0	0	0	0	0	0
ASV10222	0	0	0	0	0	0	0	0	0
ASV10249	0	0	0	0	0	0	0	0	0
ASV10255	0	0	0	0	0	0	0	0	0
ASV10281	0	0	0	0	0	0	0	0	0
ASV10322	0	0	0	0	0	0	0	0	0
ASV10345	0	0	0	0	0	0	0	0	0
ASV9819	9	0	0	0	0	0	0	0	0
ASV10379	0	0	0	0	0	0	0	0	0
ASV10092	0	0	0	0	0	0	0	0	0
ASV9880	0	0	4	0	0	5	0	0	0
ASV9869	0	0	9	0	0	0	0	0	0
ASV9890	0	0	0	9	0	0	0	0	0
ASV9897	0	0	0	9	0	0	0	0	0
ASV9932	0	0	0	0	0	9	0	0	0
ASV9824	9	0	0	0	0	0	0	0	0
ASV10325	0	0	0	0	0	0	0	0	0
ASV9990	0	0	0	0	0	0	0	0	9
ASV10013	0	0	0	0	0	0	0	0	0
ASV10075	0	0	0	0	0	0	0	0	0
ASV10121	0	0	0	0	0	0	0	0	0
ASV9853	0	3	2	0	0	0	0	0	2
ASV9952	0	0	0	0	0	3	0	2	0
ASV9826	9	0	0	0	0	0	0	0	0
ASV10263	0	0	0	0	0	0	0	0	0
ASV9941	0	0	0	0	0	9	0	0	0
ASV10120	0	0	0	0	0	0	0	0	0
ASV10194	0	0	0	0	0	0	0	0	0
ASV9946	0	0	0	0	0	9	0	0	0
ASV9962	0	0	0	0	0	0	9	0	0
ASV10108	0	0	0	0	0	0	0	0	0
ASV9862	0	0	9	0	0	0	0	0	0
ASV9887	0	0	0	9	0	0	0	0	0
ASV9964	0	0	0	0	0	0	9	0	0
ASV10025	0	0	0	0	0	0	0	0	0
ASV10091	0	0	0	0	0	0	0	0	0
ASV10290	0	0	0	0	0	0	0	0	0
ASV10105	0	0	0	0	0	0	0	0	0
ASV10061	0	0	0	0	0	0	0	0	0
ASV10008	0	0	0	0	0	0	0	0	0
ASV10123	0	0	0	0	0	0	0	0	0
ASV10148	0	0	0	0	0	0	0	0	0
ASV10317	0	0	0	0	0	0	0	0	0
ASV9858	0	0	9	0	0	0	0	0	0
ASV10282	0	0	0	0	0	0	0	0	0
ASV10078	0	0	0	0	0	0	0	0	0
ASV9910	0	0	0	0	9	0	0	0	0
ASV10316	0	0	0	0	0	0	0	0	0
ASV10221	0	0	0	0	0	0	0	0	0
ASV10020	0	0	0	0	0	0	0	0	0
ASV10023	0	0	0	0	0	0	0	0	0
ASV10033	0	0	0	0	0	0	0	0	0
ASV10190	0	0	0	0	0	0	0	0	0
ASV10266	0	0	0	0	0	0	0	0	0
ASV10374	0	0	0	0	0	0	0	0	0
ASV9936	0	0	0	0	0	9	0	0	0
ASV9959	0	0	0	0	0	0	9	0	0
ASV10048	0	0	0	0	0	0	0	0	0
ASV10168	0	0	0	0	0	0	0	0	0
ASV10177	0	0	0	0	0	0	0	0	0
ASV10240	0	0	0	0	0	0	0	0	0
ASV10279	0	0	0	0	0	0	0	0	0
ASV10297	0	0	0	0	0	0	0	0	0
ASV9818	9	0	0	0	0	0	0	0	0
ASV10010	0	0	0	0	0	0	0	0	0
ASV10024	0	0	0	0	0	0	0	0	0
ASV10131	0	0	0	0	0	0	0	0	0
ASV10142	0	0	0	0	0	0	0	0	0
ASV10170	0	0	0	0	0	0	0	0	0
ASV10178	0	0	0	0	0	0	0	0	0
ASV10271	0	0	0	0	0	0	0	0	0
ASV10320	0	0	0	0	0	0	0	0	0
ASV10156	0	0	0	0	0	0	0	0	0
ASV10158	0	0	0	0	0	0	0	0	0
ASV10192	0	0	0	0	0	0	0	0	0
ASV10338	0	0	0	0	0	0	0	0	0
ASV9825	9	0	0	0	0	0	0	0	0
ASV9886	0	0	0	9	0	0	0	0	0
ASV9917	0	0	0	0	9	0	0	0	0
ASV9929	0	0	0	0	0	9	0	0	0
ASV10063	0	0	0	0	0	0	0	0	0
ASV10070	0	0	0	0	0	0	0	0	0
ASV10086	0	0	0	0	0	0	0	0	0
ASV10093	0	0	0	0	0	0	0	0	0
ASV10134	0	0	0	0	0	0	0	0	0
ASV10208	0	0	0	0	0	0	0	0	0
ASV10220	0	0	0	0	0	0	0	0	0
ASV10270	0	0	0	0	0	0	0	0	0
ASV10312	0	0	0	0	0	0	0	0	0
ASV10112	0	0	0	0	0	0	0	0	0
ASV10224	0	0	0	0	0	0	0	0	0
ASV10054	0	0	0	0	0	0	0	0	0
ASV9951	0	0	0	0	0	5	0	0	4
ASV9987	0	0	0	0	0	0	0	0	9
ASV9872	0	0	9	0	0	0	0	0	0
ASV9839	2	3	0	3	0	0	0	0	1
ASV10162	0	0	0	0	0	0	0	0	0
ASV10362	0	0	0	0	0	0	0	0	0
ASV9983	0	0	0	0	0	0	0	0	9
ASV9978	0	0	0	0	0	0	0	9	0
ASV10052	0	0	0	0	0	0	0	0	0
ASV10157	0	0	0	0	0	0	0	0	0
ASV9934	0	0	0	0	0	9	0	0	0
ASV9935	0	0	0	0	0	9	0	0	0
ASV9947	0	0	0	0	0	9	0	0	0
ASV9970	0	0	0	0	0	0	0	9	0
