#OTU ID	BC_1	BC_2	BC_3	BS_1	BS_2	BS_3	BT_1	BT_2	BT_3
ASV2307	0	0	0	0	0	0	0	0	0
ASV2293	22	0	32	31	0	29	17	0	0
ASV2300	0	0	0	0	0	0	0	0	0
ASV2294	21	16	10	19	11	15	9	17	13
ASV2301	0	0	0	0	0	0	0	0	0
ASV2305	0	0	0	0	0	0	0	0	0
ASV2325	0	0	0	0	0	0	0	0	0
ASV2324	0	0	0	0	0	0	0	0	0
ASV2315	0	0	0	0	73	0	0	0	0
ASV2312	0	15	17	14	0	0	10	0	27
ASV2311	0	19	0	0	12	21	0	78	0
ASV2316	0	0	0	0	0	0	0	0	0
ASV2308	31	9	12	13	0	22	28	15	0
ASV2310	11	19	15	0	27	20	14	17	7
ASV2313	0	0	9	0	9	0	0	0	33
ASV2314	0	0	7	0	9	0	0	12	0
ASV2318	0	0	0	0	0	0	0	0	0
ASV2319	0	0	0	0	0	0	0	0	0
ASV2323	0	0	0	0	0	0	0	0	0
ASV2309	21	19	42	43	0	2	0	0	3
ASV2317	0	0	0	0	0	0	0	0	0
ASV2320	0	0	0	0	0	0	0	0	0
ASV2321	0	0	0	0	0	0	0	0	0
ASV2322	0	0	0	0	0	0	0	0	0
ASV2333	0	0	0	0	0	0	0	0	0
ASV2329	21	17	0	0	27	16	17	31	0
ASV2339	0	0	0	0	0	0	0	0	0
ASV2337	0	0	0	0	0	0	0	0	0
ASV2327	52	45	0	0	0	32	0	0	0
ASV2335	0	0	0	0	0	0	0	0	0
ASV2332	0	0	45	30	22	32	0	0	0
ASV2338	0	0	0	0	0	0	0	0	0
ASV2334	0	0	0	0	0	0	0	0	0
ASV2330	15	20	15	16	0	22	16	11	14
ASV2328	23	21	0	0	0	15	0	19	19
ASV2331	6	10	9	18	0	0	0	11	4
ASV2336	0	0	0	0	0	0	0	0	0
ASV2340	0	0	0	0	0	0	0	0	0
ASV2351	0	0	0	0	0	0	0	0	0
ASV2347	0	10	12	12	34	22	12	17	9
ASV2343	12	0	7	9	41	8	12	21	18
ASV2346	0	21	27	0	0	18	18	20	24
ASV2341	26	0	14	0	25	19	19	0	25
ASV2345	0	32	0	0	34	0	36	0	26
ASV2344	3	13	0	11	23	1	0	25	17
ASV2349	0	0	0	0	0	0	0	0	0
ASV2342	23	15	17	6	9	8	16	15	19
ASV2348	0	0	0	0	0	0	0	0	0
ASV2350	0	0	0	0	0	0	0	0	0
ASV2356	0	0	23	14	25	0	23	14	28
ASV2352	19	9	16	17	17	0	23	11	15
ASV2360	0	0	0	0	0	0	0	0	0
ASV2362	0	0	0	0	0	0	0	0	0
ASV2361	0	0	0	0	0	0	0	0	0
ASV2353	18	24	10	0	12	19	12	10	22
ASV2359	0	0	0	0	0	0	0	0	0
ASV2365	0	0	0	0	0	0	0	0	0
ASV2363	0	0	0	0	0	0	0	0	0
ASV2355	0	5	0	0	0	0	0	0	0
ASV2354	17	16	21	6	12	0	25	13	17
ASV2357	0	0	18	13	0	0	0	15	0
ASV2358	0	0	0	0	0	0	0	0	0
ASV2364	0	0	0	0	0	0	0	0	0
ASV2366	0	0	0	0	0	0	0	0	0
ASV2370	19	0	20	20	17	0	16	23	11
ASV2371	12	13	31	21	0	14	10	9	16
ASV2373	0	0	0	0	0	0	0	0	0
ASV2377	0	0	0	0	0	0	0	0	0
ASV2376	0	0	0	0	0	0	0	0	0
ASV2378	0	0	0	0	0	0	0	0	0
ASV2367	31	6	7	12	0	5	5	0	19
ASV2368	24	30	0	0	8	21	23	0	20
ASV2369	21	20	0	12	0	0	34	22	17
ASV2372	9	5	53	32	0	0	0	14	13
ASV2374	0	0	0	0	0	0	0	0	0
ASV2375	0	0	0	0	0	0	0	0	0
ASV2386	0	0	0	0	0	0	0	0	0
ASV2384	0	15	0	0	16	0	51	0	43
ASV2381	24	30	19	0	20	16	0	0	16
ASV2380	25	37	0	0	18	0	45	0	0
ASV2387	0	0	0	0	0	0	0	0	0
ASV2382	14	13	0	0	29	25	29	15	0
ASV2379	32	13	0	32	18	5	9	8	8
ASV2383	9	0	32	27	0	10	14	17	16
ASV2385	0	0	0	0	0	0	0	0	0
ASV2391	10	0	18	12	10	7	15	27	25
ASV2397	0	0	0	0	0	0	0	0	0
ASV2388	34	0	0	0	45	45	0	0	0
ASV2392	0	20	13	22	8	10	0	24	27
ASV2393	0	0	2	0	0	0	0	0	0
ASV2396	0	0	0	0	0	0	0	0	0
ASV2389	21	25	26	0	19	14	0	0	19
ASV2390	13	11	26	23	6	7	10	16	12
ASV2394	0	0	0	0	0	18	0	0	27
ASV2395	0	0	0	0	0	0	0	0	0
ASV2398	0	0	0	0	0	0	0	0	0
ASV2399	0	0	0	0	0	0	0	0	0
ASV2400	21	37	0	0	35	18	12	0	0
ASV2405	0	0	8	0	0	0	0	7	0
ASV2409	0	0	0	0	0	0	0	0	0
ASV2402	17	0	0	0	35	14	19	27	11
ASV2406	0	0	0	0	0	0	0	0	0
ASV2403	13	17	0	12	14	12	21	23	11
ASV2404	0	0	55	52	0	0	16	0	0
ASV2401	21	20	15	0	11	14	9	20	13
ASV2407	0	0	0	0	0	0	0	0	0
ASV2408	0	0	0	0	0	0	0	0	0
ASV2410	0	0	0	0	0	0	0	0	0
ASV2411	0	0	0	0	0	0	0	0	0
ASV2416	0	0	32	0	0	17	0	39	17
ASV2417	0	0	27	51	19	0	0	25	0
ASV2420	0	0	0	0	0	0	0	0	0
ASV2413	19	10	5	18	16	14	8	7	25
ASV2422	0	0	0	0	0	0	0	0	0
ASV2412	28	24	40	16	0	14	0	0	0
ASV2418	0	0	0	73	0	0	0	0	49
ASV2415	14	0	18	17	23	26	0	24	0
ASV2421	0	0	0	0	0	0	0	0	0
ASV2423	0	0	0	0	0	0	0	0	0
ASV2425	0	0	0	0	0	0	0	0	0
ASV2414	15	15	10	14	12	23	14	10	9
ASV2419	0	0	0	0	0	0	0	0	0
ASV2445	0	0	0	0	0	0	0	0	0
ASV2428	27	0	26	0	0	29	23	0	16
ASV2444	0	0	0	0	0	0	0	0	0
ASV2441	0	0	0	0	0	0	0	0	0
ASV2426	112	0	0	0	0	9	0	0	0
ASV2436	0	0	23	42	0	30	26	0	0
ASV2437	0	0	0	0	0	19	0	0	0
ASV2446	0	0	0	0	0	0	0	0	0
ASV2429	20	0	23	20	0	20	15	9	14
ASV2440	0	0	0	0	0	0	0	0	0
ASV2432	14	15	0	0	18	14	14	19	27
ASV2430	19	0	0	25	14	14	0	30	19
ASV2435	0	0	45	59	0	0	0	17	0
ASV2427	33	0	0	0	0	0	67	21	0
ASV2438	0	0	0	0	0	0	0	0	0
ASV2431	19	0	31	45	0	0	0	26	0
ASV2439	0	0	0	0	0	0	0	0	0
ASV2433	12	15	12	15	16	15	17	0	19
ASV2434	7	11	10	21	23	14	14	14	7
ASV2442	0	0	0	0	0	0	0	0	0
ASV2443	0	0	0	0	0	0	0	0	0
ASV2459	0	0	0	0	0	0	0	0	0
ASV2456	0	7	0	0	0	0	0	9	12
ASV2461	0	0	0	0	0	0	0	0	0
ASV2447	24	26	0	0	27	0	27	16	0
ASV2458	0	0	0	0	0	0	0	0	0
ASV2451	13	0	40	0	0	0	17	27	23
ASV2453	10	13	10	11	8	9	13	5	7
ASV2454	7	0	0	0	12	0	0	0	0
ASV2457	0	0	0	0	0	0	0	0	0
ASV2462	0	0	0	0	0	0	0	0	0
ASV2450	17	22	0	0	14	24	13	13	17
ASV2448	20	0	34	32	15	0	19	0	0
ASV2449	20	0	17	21	14	0	16	32	0
ASV2452	12	29	12	7	14	13	0	14	19
ASV2455	0	15	25	30	16	7	9	11	7
ASV2460	0	0	0	0	0	0	0	0	0
ASV2468	12	21	9	22	19	9	9	13	5
ASV2465	16	0	0	0	0	16	11	10	0
ASV2471	0	0	20	0	33	0	0	0	0
ASV2474	0	0	0	0	0	0	0	0	0
ASV2472	0	0	0	0	10	62	32	0	15
ASV2484	0	0	0	0	0	0	0	0	0
ASV2463	29	0	0	0	26	38	26	0	0
ASV2475	0	0	0	0	0	0	0	0	0
ASV2480	0	0	0	0	0	0	0	0	0
ASV2469	0	21	12	20	35	13	0	18	0
ASV2470	0	17	18	18	0	23	16	27	0
ASV2464	27	0	30	34	0	9	0	19	0
ASV2479	0	0	0	0	0	0	0	0	0
ASV2483	0	0	0	0	0	0	0	0	0
ASV2466	16	17	0	16	13	13	14	16	14
ASV2473	0	0	0	0	0	0	0	0	0
ASV2478	0	0	0	0	0	0	0	0	0
ASV2467	14	18	15	12	12	23	6	0	19
ASV2476	0	0	0	0	0	0	0	0	0
ASV2477	0	0	0	0	0	0	0	0	0
ASV2481	0	0	0	0	0	0	0	0	0
ASV2482	0	0	0	0	0	0	0	0	0
ASV2486	26	0	0	0	60	9	6	6	11
ASV2496	0	0	0	0	0	0	0	0	0
ASV2497	0	0	0	0	0	0	0	0	0
ASV2488	13	15	0	0	0	13	13	31	13
ASV2495	0	0	0	0	0	0	0	0	0
ASV2487	14	0	55	28	0	11	0	0	10
ASV2490	0	20	19	6	11	18	13	14	17
ASV2493	0	0	0	0	0	0	0	0	0
ASV2502	0	0	0	0	0	0	0	0	0
ASV2492	0	0	0	0	0	0	17	0	0
ASV2491	0	13	13	20	19	15	12	12	14
ASV2501	0	0	0	0	0	0	0	0	0
ASV2489	8	13	0	18	22	15	14	10	18
ASV2485	28	0	60	0	0	0	0	10	0
ASV2500	0	0	0	0	0	0	0	0	0
ASV2494	0	0	0	0	0	0	0	0	0
ASV2498	0	0	0	0	0	0	0	0	0
ASV2499	0	0	0	0	0	0	0	0	0
ASV2512	0	0	0	0	0	0	0	0	0
ASV2510	0	0	0	0	0	0	0	0	0
ASV2509	0	0	0	0	0	0	0	0	0
ASV2506	0	0	0	0	0	0	0	0	0
ASV2507	0	0	0	0	0	0	0	0	0
ASV2511	0	0	0	0	0	0	0	0	0
ASV2514	0	0	0	0	0	0	0	0	0
ASV2503	26	9	0	17	8	12	16	15	14
ASV2504	17	14	18	8	8	7	16	12	17
ASV2505	11	0	35	26	0	0	12	20	13
ASV2508	0	0	0	0	0	0	0	0	0
ASV2513	0	0	0	0	0	0	0	0	0
ASV2519	0	0	37	17	0	0	40	22	0
ASV2526	0	0	0	0	0	0	0	0	0
ASV2524	0	0	0	0	0	0	0	0	0
ASV2527	0	0	0	0	0	0	0	0	0
ASV2522	0	0	0	0	0	0	0	0	0
ASV2516	17	14	0	8	6	18	26	14	13
ASV2520	0	0	0	0	0	0	0	0	0
ASV2515	19	24	9	25	5	10	15	9	0
ASV2517	15	20	24	0	11	17	0	8	21
ASV2518	14	14	15	12	8	15	16	22	0
ASV2521	0	0	0	0	0	0	0	0	0
ASV2523	0	0	0	0	0	0	0	0	0
ASV2525	0	0	0	0	0	0	0	0	0
ASV2536	0	0	0	0	0	0	0	0	0
ASV2533	0	0	0	0	0	0	0	0	0
ASV2537	0	0	0	0	0	0	0	0	0
ASV2529	14	16	0	10	9	19	11	16	20
ASV2530	0	36	0	0	50	0	29	0	0
ASV2535	0	0	0	0	0	0	0	0	0
ASV2528	32	14	0	11	8	21	7	0	22
ASV2531	0	17	12	15	16	15	6	24	10
ASV2532	0	0	0	0	0	0	0	0	0
ASV2534	0	0	0	0	0	0	0	0	0
ASV2548	0	0	0	0	0	0	0	0	0
ASV2545	0	0	0	0	0	0	0	0	0
ASV2540	0	0	49	65	0	0	0	0	0
ASV2539	0	13	20	21	18	19	0	9	14
ASV2546	0	0	0	0	0	0	0	0	0
ASV2547	0	0	0	0	0	0	0	0	0
ASV2543	0	0	0	0	0	0	0	0	0
ASV2538	34	1	1	3	22	28	25	0	0
ASV2542	0	0	0	0	0	0	0	0	0
ASV2544	0	0	0	0	0	0	0	0	0
ASV2561	0	0	0	0	0	0	0	0	0
ASV2551	0	39	34	0	0	40	0	0	0
ASV2563	0	0	0	0	0	0	0	0	0
ASV2559	0	0	0	0	0	0	0	0	0
ASV2560	0	0	0	0	0	0	0	0	0
ASV2565	0	0	0	0	0	0	0	0	0
ASV2550	20	17	0	12	17	28	0	19	0
ASV2562	0	0	0	0	0	0	0	0	0
ASV2566	0	0	0	0	0	0	0	0	0
ASV2555	0	0	0	0	0	14	0	0	15
ASV2557	0	0	0	0	0	0	0	0	0
ASV2558	0	0	0	0	0	0	0	0	0
ASV2553	0	0	35	47	0	0	15	6	10
ASV2549	35	20	9	17	0	0	0	32	0
ASV2552	0	10	0	0	45	31	17	10	0
ASV2554	0	0	11	0	26	29	27	0	20
ASV2556	0	0	0	0	0	0	0	29	0
ASV2564	0	0	0	0	0	0	0	0	0
ASV2573	0	0	0	0	8	8	0	0	16
ASV2580	0	0	0	0	0	0	0	0	0
ASV2574	0	0	0	0	0	0	0	0	12
ASV2572	0	0	0	17	35	27	0	16	17
ASV2569	12	8	15	13	26	18	0	20	0
ASV2570	10	20	9	0	13	12	18	30	0
ASV2571	0	23	0	0	28	0	26	0	35
ASV2576	0	0	0	0	0	0	0	0	0
ASV2578	0	0	0	0	0	0	0	0	0
ASV2577	0	0	0	0	0	0	0	0	0
ASV2575	0	0	0	0	0	0	0	0	0
ASV2567	17	15	14	16	27	0	8	15	0
ASV2568	13	19	39	19	8	0	0	0	14
ASV2579	0	0	0	0	0	0	0	0	0
ASV2590	0	0	0	0	0	0	0	0	0
ASV2596	0	0	0	0	0	0	0	0	0
ASV2588	0	0	0	0	0	0	0	0	30
ASV2595	0	0	0	0	0	0	0	0	0
ASV2594	0	0	0	0	0	0	0	0	0
ASV2597	0	0	0	0	0	0	0	0	0
ASV2589	0	0	0	0	0	0	0	0	0
ASV2591	0	0	0	0	0	0	0	0	0
ASV2586	0	12	2	0	0	0	0	0	0
ASV2593	0	0	0	0	0	0	0	0	0
ASV2585	8	0	0	3	0	15	18	0	0
ASV2592	0	0	0	0	0	0	0	0	0
ASV2584	11	0	7	0	0	0	12	20	15
ASV2581	19	0	15	13	13	20	20	0	11
ASV2587	0	0	0	16	0	0	0	0	0
ASV2582	17	28	0	0	25	23	0	18	0
ASV2583	12	0	17	61	0	15	6	0	0
ASV2598	0	0	0	0	0	0	0	0	0
ASV2605	0	0	0	0	59	12	11	28	0
ASV2606	0	0	0	0	21	0	26	0	63
ASV2604	0	0	0	12	0	0	0	0	0
ASV2612	0	0	0	0	0	0	0	0	0
ASV2607	0	0	0	0	0	0	0	3	0
ASV2608	0	0	0	0	0	0	0	0	0
ASV2611	0	0	0	0	0	0	0	0	0
ASV2601	19	0	15	0	19	22	24	0	11
ASV2603	0	0	31	0	0	0	0	0	0
ASV2610	0	0	0	0	0	0	0	0	0
ASV2599	33	34	0	0	0	0	23	20	0
ASV2600	23	0	30	23	0	0	0	0	0
ASV2602	13	20	42	20	0	0	0	0	15
ASV2609	0	0	0	0	0	0	0	0	0
ASV2613	0	0	0	0	0	0	0	0	0
ASV2614	0	0	0	0	0	0	0	0	0
ASV2615	0	0	0	0	0	0	0	0	0
ASV2623	0	0	0	0	0	0	0	0	0
ASV2625	0	0	0	0	0	0	0	0	0
ASV2628	0	0	0	0	0	0	0	0	0
ASV2629	0	0	0	0	0	0	0	0	0
ASV2620	0	21	0	0	50	0	0	38	0
ASV2627	0	0	0	0	0	0	0	0	0
ASV2622	0	0	13	0	0	0	0	0	0
ASV2626	0	0	0	0	0	0	0	0	0
ASV2618	18	23	24	0	23	0	0	21	0
ASV2617	24	20	0	0	0	28	1	16	20
ASV2616	34	17	0	0	8	14	17	8	11
ASV2624	0	0	0	0	0	0	0	0	0
ASV2619	11	14	14	0	21	8	14	13	14
ASV2621	0	21	26	0	23	0	0	21	18
ASV2630	0	0	0	0	0	0	0	0	0
ASV2631	19	0	13	17	10	0	21	0	19
ASV2633	11	23	0	0	0	27	12	25	10
ASV2637	0	0	0	0	0	0	0	0	0
ASV2641	0	0	0	0	0	0	0	0	0
ASV2632	12	0	18	26	0	26	26	0	0
ASV2642	0	0	0	0	0	0	0	0	0
ASV2638	0	0	0	0	0	0	0	0	0
ASV2634	11	13	8	21	17	13	16	9	0
ASV2635	0	26	33	38	0	0	0	0	11
ASV2636	0	0	0	4	0	0	0	0	0
ASV2639	0	0	0	0	0	0	0	0	0
ASV2640	0	0	0	0	0	0	0	0	0
ASV2647	0	0	0	0	0	0	0	0	0
ASV2643	18	0	0	0	0	0	18	0	16
ASV2648	0	0	0	0	0	0	0	0	0
ASV2644	0	11	18	9	20	16	14	19	0
ASV2649	0	0	0	0	0	0	0	0	0
ASV2650	0	0	0	0	0	0	0	0	0
ASV2646	0	0	0	0	0	0	0	0	0
ASV2645	0	0	23	0	35	0	29	0	20
ASV2664	0	0	0	0	0	0	0	0	0
ASV2652	15	14	10	15	21	0	16	15	0
ASV2655	0	17	29	0	0	18	0	0	33
ASV2663	0	0	0	0	0	0	0	0	0
ASV2665	0	0	0	0	0	0	0	0	0
ASV2662	0	0	0	0	0	0	0	0	0
ASV2659	0	0	0	0	0	0	0	0	0
ASV2661	0	0	0	0	0	0	0	0	0
ASV2658	0	0	0	0	0	0	0	0	0
ASV2656	0	4	34	30	4	0	6	11	13
ASV2653	13	7	21	27	11	0	11	16	0
ASV2657	0	0	0	0	0	0	0	0	0
ASV2660	0	0	0	0	0	0	0	0	0
ASV2651	19	11	0	14	0	10	16	15	0
ASV2654	10	6	29	28	0	0	0	13	5
ASV2670	0	0	0	0	0	0	0	6	13
ASV2678	0	0	0	0	0	0	0	0	0
ASV2680	0	0	0	0	0	0	0	0	0
ASV2683	0	0	0	0	0	0	0	0	0
ASV2689	0	0	0	0	0	0	0	0	0
ASV2687	0	0	0	0	0	0	0	0	0
ASV2690	0	0	0	0	0	0	0	0	0
ASV2673	0	0	0	0	0	0	0	0	0
ASV2674	0	0	0	0	0	0	0	0	0
ASV2684	0	0	0	0	0	0	0	0	0
ASV2679	0	0	0	0	0	0	0	0	0
ASV2666	36	28	0	0	0	25	0	16	0
ASV2669	0	4	0	0	0	0	19	34	0
ASV2688	0	0	0	0	0	0	0	0	0
ASV2667	12	14	0	0	0	16	17	27	19
ASV2672	0	0	0	0	0	0	0	0	0
ASV2676	0	0	0	0	0	0	0	0	0
ASV2686	0	0	0	0	0	0	0	0	0
ASV2681	0	0	0	0	0	0	0	0	0
ASV2671	0	0	0	0	0	0	0	0	0
ASV2675	0	0	0	0	0	0	0	0	0
ASV2677	0	0	0	0	0	0	0	0	0
ASV2682	0	0	0	0	0	0	0	0	0
ASV2706	0	0	0	0	0	0	0	0	0
ASV2712	0	0	0	0	0	0	0	0	0
ASV2691	45	0	0	17	0	0	42	0	0
ASV2693	18	0	0	0	7	13	10	0	13
ASV2692	18	0	28	24	0	4	0	30	0
ASV2694	16	11	17	11	11	7	16	8	7
ASV2698	0	19	28	35	0	0	0	22	0
ASV2699	0	0	36	33	0	0	0	0	35
ASV2700	0	0	34	33	0	0	0	14	23
ASV2707	0	0	0	0	0	0	0	0	0
ASV2715	0	0	0	0	0	0	0	0	0
ASV2704	0	0	0	0	0	0	0	0	0
ASV2711	0	0	0	0	0	0	0	0	0
ASV2697	0	27	0	19	17	23	0	18	0
ASV2701	0	0	18	23	0	0	7	37	19
ASV2713	0	0	0	0	0	0	0	0	0
ASV2710	0	0	0	0	0	0	0	0	0
ASV2696	12	34	6	10	8	10	24	0	0
ASV2703	0	0	0	0	0	0	0	104	0
ASV2714	0	0	0	0	0	0	0	0	0
ASV2695	15	0	14	0	15	0	30	10	20
ASV2702	0	0	18	21	0	0	21	29	15
ASV2705	0	0	0	0	0	0	0	0	0
ASV2708	0	0	0	0	0	0	0	0	0
ASV2709	0	0	0	0	0	0	0	0	0
ASV2726	0	20	0	27	19	0	13	24	0
ASV2731	0	0	0	0	0	0	0	0	0
ASV2735	0	0	0	0	0	0	0	0	0
ASV2741	0	0	0	0	0	0	0	0	0
ASV2742	0	0	0	0	0	0	0	0	0
ASV2744	0	0	0	0	0	0	0	0	0
ASV2745	0	0	0	0	0	0	0	0	0
ASV2719	25	9	0	0	0	0	20	0	0
ASV2725	3	0	24	72	0	0	4	0	0
ASV2734	0	0	0	0	0	0	0	0	0
ASV2724	12	9	0	0	72	10	0	0	0
ASV2718	29	0	12	0	0	32	0	27	3
ASV2732	0	0	0	0	0	0	0	0	0
ASV2736	0	0	0	0	0	0	0	0	0
ASV2746	0	0	0	0	0	0	0	0	0
ASV2716	55	0	0	0	0	0	0	0	0
ASV2722	15	0	0	0	22	19	17	18	12
ASV2739	0	0	0	0	0	0	0	0	0
ASV2728	0	0	53	50	0	0	0	0	0
ASV2737	0	0	0	0	0	0	0	0	0
ASV2717	36	0	0	0	36	0	0	31	0
ASV2729	0	0	25	25	44	0	9	0	0
ASV2721	15	0	11	24	13	0	13	14	13
ASV2723	12	25	0	0	0	19	21	12	14
ASV2733	0	0	0	0	0	0	0	0	0
ASV2738	0	0	0	0	0	0	0	0	0
ASV2730	0	0	0	0	0	0	0	0	0
ASV2720	20	19	0	0	25	18	21	0	0
ASV2727	0	0	62	32	0	0	0	0	9
ASV2743	0	0	0	0	0	0	0	0	0
ASV2747	0	0	0	0	0	0	0	0	0
ASV2748	0	0	0	0	0	0	0	0	0
ASV2756	0	0	0	38	0	13	0	33	18
ASV2757	0	0	0	0	0	0	0	2	0
ASV2760	0	0	0	0	0	0	0	0	0
ASV2763	0	0	0	0	0	0	0	0	0
ASV2766	0	0	0	0	0	0	0	0	0
ASV2751	17	15	9	0	0	28	0	0	33
ASV2758	0	0	0	0	0	0	0	0	0
ASV2750	23	0	0	20	20	0	26	0	13
ASV2754	5	0	8	0	0	0	0	4	0
ASV2755	0	13	76	0	0	0	0	0	0
ASV2767	0	0	0	0	0	0	0	0	0
ASV2765	0	0	0	0	0	0	0	0	0
ASV2753	13	0	27	10	5	15	17	15	0
ASV2764	0	0	0	0	0	0	0	0	0
ASV2762	0	0	0	0	0	0	0	0	0
ASV2761	0	0	0	0	0	0	0	0	0
ASV2752	16	11	13	0	0	24	22	16	0
ASV2749	31	0	0	0	14	14	26	17	0
ASV2759	0	0	0	0	0	0	0	0	0
ASV2768	0	0	0	0	0	0	0	0	0
ASV2782	0	0	0	0	0	0	0	0	0
ASV2786	0	0	0	0	0	0	0	0	0
ASV2780	0	0	0	0	0	0	0	0	0
ASV2777	0	0	0	0	0	0	0	0	0
ASV2775	0	0	60	41	0	0	0	0	0
ASV2779	0	0	0	0	0	0	0	0	0
ASV2781	0	0	0	0	0	0	0	0	0
ASV2769	16	15	0	17	15	38	0	0	0
ASV2787	0	0	0	0	0	0	0	0	0
ASV2776	0	0	0	0	0	0	0	0	0
ASV2772	0	46	0	0	55	0	0	0	0
ASV2773	0	42	25	18	0	0	0	16	0
ASV2784	0	0	0	0	0	0	0	0	0
ASV2783	0	0	0	0	0	0	0	0	0
ASV2785	0	0	0	0	0	0	0	0	0
ASV2770	11	12	9	14	18	0	13	14	10
ASV2771	10	23	14	10	6	11	11	8	8
ASV2774	0	22	0	0	27	0	17	0	21
ASV2778	0	0	0	0	0	0	0	0	0
ASV2790	18	0	18	23	0	17	0	0	24
ASV2805	0	0	0	0	0	0	0	0	0
ASV2792	0	8	24	36	10	9	0	13	0
ASV2794	0	0	0	0	0	92	0	0	0
ASV2803	0	0	0	0	0	0	0	0	0
ASV2799	0	0	0	0	0	0	0	0	0
ASV2800	0	0	0	0	0	0	0	0	0
ASV2788	28	23	0	0	24	25	0	0	0
ASV2801	0	0	0	0	0	0	0	0	0
ASV2802	0	0	0	0	0	0	0	0	0
ASV2797	0	0	0	0	0	0	0	0	0
ASV2793	0	5	35	48	0	6	0	6	0
ASV2798	0	0	0	0	0	0	0	0	0
ASV2791	12	0	13	0	15	20	0	21	19
ASV2796	0	0	0	0	0	0	0	0	0
ASV2795	0	0	0	0	0	0	0	0	37
ASV2806	0	0	0	0	0	0	0	0	0
ASV2789	27	0	13	18	0	13	13	0	16
ASV2804	0	0	0	0	0	0	0	0	0
ASV2811	16	0	18	28	0	0	21	0	16
ASV2821	0	0	0	0	0	0	0	0	0
ASV2807	50	0	0	0	0	15	0	34	0
ASV2809	20	22	0	0	23	0	16	0	18
ASV2816	0	0	0	0	0	0	0	0	0
ASV2822	0	0	0	0	0	0	0	0	0
ASV2824	0	0	0	0	0	0	0	0	0
ASV2810	18	9	13	0	16	0	0	23	20
ASV2814	0	16	21	34	11	0	0	17	0
ASV2823	0	0	0	0	0	0	0	0	0
ASV2815	0	0	0	0	0	0	0	0	0
ASV2818	0	0	0	0	0	0	0	0	0
ASV2817	0	0	0	0	0	0	0	0	0
ASV2820	0	0	0	0	0	0	0	0	0
ASV2808	31	25	0	0	19	0	0	24	0
ASV2812	13	12	16	32	0	0	9	5	12
ASV2813	8	12	0	10	10	12	8	22	10
ASV2819	0	0	0	0	0	0	0	0	0
ASV2833	0	0	25	0	0	0	0	0	0
ASV2832	0	0	41	57	0	0	0	0	0
ASV2835	0	0	0	0	0	0	0	0	0
ASV2830	0	15	0	0	21	14	18	12	18
ASV2834	0	0	0	0	0	0	0	0	0
ASV2826	10	15	0	0	20	9	9	23	12
ASV2825	21	24	0	8	0	21	11	13	0
ASV2843	0	0	0	0	0	0	0	0	0
ASV2827	9	0	36	43	0	0	0	10	0
ASV2831	0	10	16	14	8	15	15	12	8
ASV2839	0	0	0	0	0	0	0	0	0
ASV2842	0	0	0	0	0	0	0	0	0
ASV2838	0	0	0	0	0	0	0	0	0
ASV2841	0	0	0	0	0	0	0	0	0
ASV2828	6	15	0	0	26	17	13	6	15
ASV2829	0	18	55	0	0	0	0	25	0
ASV2836	0	0	0	0	0	0	0	0	0
ASV2837	0	0	0	0	0	0	0	0	0
ASV2840	0	0	0	0	0	0	0	0	0
ASV2846	15	18	11	0	6	23	12	8	4
ASV2853	0	0	0	0	0	0	0	11	0
ASV2861	0	0	0	0	0	0	0	0	0
ASV2851	0	0	5	24	0	0	0	0	0
ASV2847	15	12	0	15	13	22	0	20	0
ASV2856	0	0	0	0	0	0	0	0	0
ASV2852	0	0	0	0	30	0	0	31	18
ASV2850	0	13	0	0	14	0	0	45	25
ASV2859	0	0	0	0	0	0	0	0	0
ASV2844	24	13	19	0	20	21	0	0	0
ASV2845	24	28	0	0	0	11	19	15	0
ASV2862	0	0	0	0	0	0	0	0	0
ASV2857	0	0	0	0	0	0	0	0	0
ASV2848	14	21	0	0	12	19	17	0	14
ASV2858	0	0	0	0	0	0	0	0	0
ASV2849	10	9	24	25	0	0	13	0	16
ASV2854	0	0	0	0	0	0	0	0	0
ASV2855	0	0	0	0	0	0	0	0	0
ASV2860	0	0	0	0	0	0	0	0	0
ASV2867	16	10	7	12	12	11	13	15	0
ASV2868	11	0	33	34	7	0	0	0	11
ASV2871	0	0	20	0	0	0	0	38	38
ASV2873	0	0	0	0	0	0	0	0	0
ASV2880	0	0	0	0	0	0	0	0	0
ASV2879	0	0	0	0	0	0	0	0	0
ASV2875	0	0	0	0	0	0	0	0	0
ASV2878	0	0	0	0	0	0	0	0	0
ASV2865	20	0	0	17	22	0	19	0	18
ASV2870	8	19	0	0	15	25	29	0	0
ASV2863	22	26	17	0	0	4	11	6	10
ASV2881	0	0	0	0	0	0	0	0	0
ASV2872	0	0	0	0	0	0	53	43	0
ASV2882	0	0	0	0	0	0	0	0	0
ASV2874	0	0	0	0	0	0	0	0	0
ASV2869	10	0	10	12	17	16	5	12	14
ASV2876	0	0	0	0	0	0	0	0	0
ASV2864	21	23	0	16	0	19	8	0	9
ASV2866	17	8	16	20	12	0	0	14	0
ASV2877	0	0	0	0	0	0	0	0	0
ASV2885	18	25	0	0	18	4	7	17	6
ASV2895	0	0	0	0	0	0	0	0	0
ASV2900	0	0	0	0	0	0	0	0	0
ASV2902	0	0	0	0	0	0	0	0	0
ASV2891	0	0	18	0	0	0	0	0	0
ASV2892	0	0	0	4	0	0	0	0	7
